Číslo formy,Název výroby,Zákazník,Pozice,Stav,Původní pozice,Návodka (URL),Fotografie formy,Smazáno
824,null,Škoda,50B c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/824_00824_ASSY_Cover_00824.pdf"", ""title"" : ""Návodka""}]",null,false
825,null,Škoda,50C c.,,,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/825_00825_ASSY_Cover_00825.pdf"", ""title"" : ""Návodka""}]",null,false
826,null,Witte,42C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/826_00826_Magnetaufnahme.pdf"", ""title"" : ""Návodka""}]",null,false
828,null,Others,44B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/828_Service_Lid_00828.pdf"", ""title"" : ""Návodka""}]",null,false
829,null,Witte,43C h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/829_Gehause_L_R_00829.pdf"", ""title"" : ""Návodka""}]",null,false
83,null,Ideal,45B c.,null,null,null,null,false
830,null,Witte,41C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/830_Abdeckung_L_R_00830.pdf"", ""title"" : ""Návodka""}]",null,false
831,null,Witte,41C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/831_Dummy_Schliesszylinder_GOB_L_R_00831.pdf"", ""title"" : ""Návodka""}]",null,false
832,null,Others,51D č.,,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/832_00832_Estoutchen.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/832_00832_Handle.pdf"", ""title"" : ""Navodka_alt""}]",null,false
833,null,Witte,44A h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/833_00833_Rolle.pdf"", ""title"" : ""Návodka""}]",null,false
834,null,Witte,44C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/834_00834_Key_GOB.pdf"", ""title"" : ""Návodka""}]",null,false
835,null,Others,49D c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/835_Zusatzteil_LL_00835.pdf"", ""title"" : ""Návodka""}]",null,false
836,null,Others,49E c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/836_Zusatzteil_RL_00836.pdf"", ""title"" : ""Návodka""}]",null,false
837,null,Others,37B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/837_00837_LV-Lever_end_cap.pdf"", ""title"" : ""Návodka""}]",null,false
839,null,Others,45D č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/839_00839_Arretierhebel_F.DV.pdf"", ""title"" : ""Návodka""}]",null,false
840,null,Others,47E z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/840_00840_Lagerbock.pdf"", ""title"" : ""Návodka""}]",null,false
841,null,Others,45D č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/841_00841_Rastelement_F.DV.pdf"", ""title"" : ""Návodka""}]",null,false
842,null,Others,45D č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/842_00842_Hebel_F._LHF.pdf"", ""title"" : ""Návodka""}]",null,false
843,null,Others,47E z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/843_00843_Rastelement.pdf"", ""title"" : ""Návodka""}]",null,false
844,null,Others,39A z.,,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/844_00844_Guard_EZOX_assembly_Le_Re_black.pdf"", ""title"" : ""Černá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/844_00844_Guard_EZOX_assembly_Le_Re_blau.pdf"", ""title"" : ""Modrá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/844_00844_Guard_EZOX_assembly_Le_Re_green.pdf"", ""title"" : ""Zelená""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/844_00844_Guard_EZOX_assembly_Le_Re_white.pdf"", ""title"" : ""Bílá""}]",null,false
845,null,Witte,41A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/845_00845_Lever.pdf"", ""title"" : ""Návodka""}]",null,false
846,null,Witte,43D b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/846_00846_Cylinder.pdf"", ""title"" : ""Návodka""}]",null,false
847,null,Others,45D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/847_00847_Polsterblende_LHD.pdf"", ""title"" : ""Návodka""}]",null,false
848,null,Others,37A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/848_00848_Klin_12_mm.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/848_00848_Klin_14_mm.pdf"", ""title"" : ""Navodka_alt""}]",null,false
849,null,Witte,41C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/849_00849_Sperrklinke_GOB_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
850,null,Witte,44A č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/850_00850_Duckbill_EPDM_Valve.pdf"", ""title"" : ""Návodka""}]",null,false
851,null,Others,44B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/851_00851_Cable_Cover_RS_LS.pdf"", ""title"" : ""Návodka""}]",null,false
853,null,Novares,36C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/853_00853_Foot_Finisher_LHD.pdf"", ""title"" : ""Návodka""}]",null,false
854,null,Others,45E z.,,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/854_00854_Polsterblende_RHD.pdf"", ""title"" : ""Návodka""}]",null,false
857,null,Witte,41C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/857_00857_Haltering_-_Witol_411.pdf"", ""title"" : ""Návodka""}]",null,false
858,null,Novares,39A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/858_00858_Bedienknopf_ML_MR.pdf"", ""title"" : ""Návodka""}]",null,false
859,null,Novares,39A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/859_00859_Rear_Quarter_panel_cover_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
860,null,Others,45E č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/860_00860_Panel_LP_F._inlock.pdf"", ""title"" : ""Návodka""}]",null,false
861,null,Others,45E č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/861_00861_Interlock.pdf"", ""title"" : ""Návodka""}]",null,false
862,null,Novares,39C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/862_00862_Warndreieck_L_R_W49747.pdf"", ""title"" : ""Návodka""}]",null,false
864,null,Witte,43D m.,null,,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/864_00864_Buchse.pdf"", ""title"" : ""Návodka""}]",null,false
865,null,Witte,44C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/865_00865_Key_Assy.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/865_00865_Key_Overmould_-_No_code.pdf"", ""title"" : ""Navodka_alt""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/865_00865_Key_Overmould.pdf"", ""title"" : ""Návodka 3""}]",null,false
866,null,Witte,44C c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/866_00866_Blockiernocken_GOB_Servo_.pdf"", ""title"" : ""Návodka""}]",null,false
867,null,Witte,42C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/867_00867_Indikator_Kappe.pdf"", ""title"" : ""Návodka""}]",null,false
869,null,Witte,41C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/869_00869_Clip.pdf"", ""title"" : ""Návodka""}]",null,false
870,null,Witte,44B c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/870_00870_Gehause_L_R.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/870_00870_Gehause_Links.pdf"", ""title"" : ""Navodka_alt""}]",null,false
871,null,Witte,44A h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/871_00871_Abdeckkappe_L_R.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/871_00871_Abdeckkappe_Rechts.pdf"", ""title"" : ""Navodka_alt""}]",null,false
874,null,Witte,43E m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/874_00874_Unterlage_Vorne_LH_RH.pdf"", ""title"" : ""Návodka""}]",null,false
875,null,Witte,43E m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/875_00875_Cushion_Rear_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
876,null,Others,38A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/876_00876_Heather_violete_valve_cap.pdf"", ""title"" : ""Návodka""}]",null,false
877,null,Others,45D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/877_00877_Panel_f._cupholder.pdf"", ""title"" : ""Návodka""}]",null,false
878,null,Others,45D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/878_00878_Support_f._pan._Cupholder.pdf"", ""title"" : ""Návodka""}]",null,false
879,null,Others,47D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/879_00879_Shell_down_f.pan._RR.pdf"", ""title"" : ""Návodka""}]",null,false
880,null,Others,45D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/880_00880_Shell_Up_f.pan._RR.pdf"", ""title"" : ""Návodka""}]",null,false
881,null,Others,45D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/881_00881_Panel_f._Sto._RR.pdf"", ""title"" : ""Návodka""}]",null,false
882,null,Others,47D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/882_00882_Panel_f._coun_rear.pdf"", ""title"" : ""Návodka""}]",null,false
884,null,Novares,39C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/884_00884_12V_Cup_Taschenhacker_W9958.pdf"", ""title"" : ""Návodka""}]",null,false
886,null,Others,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/886_00886_Cover_sub_ASSY_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
887,null,Others,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/887_00887_Haltering_Witol_411.pdf"", ""title"" : ""Návodka""}]",null,false
889,null,Novares,49E z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/889_00889_Abstutzung_SVKL_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
893,null,Novares,49C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/893_00893_Blende_Gurtschlitz.pdf"", ""title"" : ""Návodka""}]",null,false
894,null,Novares,39H z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/894_00894_Abdeckleiste_Vorn_SA_MSP.pdf"", ""title"" : ""Návodka""}]",null,false
895,null,Novares,39H z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/895_00895_Abdeckleiste_Einstieg_Vorn.pdf"", ""title"" : ""Návodka""}]",null,false
897,null,Witte,42C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/897_00897_Abdeckkape_PCB.pdf"", ""title"" : ""Návodka""}]",null,false
898,null,Others,50C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/898_00898_Open_Endcap.pdf"", ""title"" : ""Návodka""}]",null,false
899,null,Others,36C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/899_00899_Endcap_Open.pdf"", ""title"" : ""Návodka""}]",null,false
900,null,Others,40C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/900_00900_Housing.pdf"", ""title"" : ""Návodka""}]",null,false
901,null,Others,36C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/901_00901_Endcap_Open.pdf"", ""title"" : ""Návodka""}]",null,false
902,null,Others,40C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/902_00902_Liner_Inner.pdf"", ""title"" : ""Návodka""}]",null,false
903,null,Witte,43D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/903_00903_Lateral_inspection_hatch.pdf"", ""title"" : ""Návodka""}]",null,false
904,null,Witte,43D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/904_00904_Central_inspection_hatch.pdf"", ""title"" : ""Návodka""}]",null,false
905,null,Witte,43E č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/905_00905_Housing_STD_00906_Softtouch_KD.pdf"", ""title"" : ""Návodka""}]",null,false
906,null,Witte,43E č.,null,null,null,null,false
907,null,Witte,43E c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/907_00907_Hebel.pdf"", ""title"" : ""Návodka""}]",null,false
908,null,Witte,43D č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/908_00908_Clip.pdf"", ""title"" : ""Návodka""}]",null,false
909,null,Witte,42A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/909_00909_Magnetaufnahme.pdf"", ""title"" : ""Návodka""}]",null,false
914,null,Others,37A m.,,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/914_00914_Spacer.pdf"", ""title"" : ""Návodka""}]",null,false
915,null,Scherdel,38C b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/915_Ventil_velky_modry_8x_vakuum_00915.pdf"", ""title"" : ""Modrá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/915_Ventil_velky_cerny_8x_vakuum_00915.pdf"", ""title"" : ""Černá""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/915_Ventil_velky_cerveny_8x_vakuum_00915.pdf"", ""title"" : ""Červená""}]",null,false
916,null,Novares,36C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/916_00916_Joint_G_D.pdf"", ""title"" : ""Návodka""}]",null,false
917,null,Novares,36C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/917_00917_Joint_G_D_obstrik_.pdf"", ""title"" : ""Návodka""}]",null,false
918,null,Witte,41B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/918_00918_Grundplatte.pdf"", ""title"" : ""Zelená""}]",null,false
919,null,Witte,43D h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/919_00919_Drehfalle_GOB.pdf"", ""title"" : ""Návodka""}]",null,false
921,null,Witte,43D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/921_00921_Niethuelse_1_BG.pdf"", ""title"" : ""Návodka""}]",null,false
922,null,Others,50C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/922_00922_Bottom_Endcap_P583747.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/922_00922_Bottom_Endcap_P584631.pdf"", ""title"" : ""Navodka_alt""}]",null,false
923,null,Witte,36A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/923_00923_Hexagonal_Shaft.pdf"", ""title"" : ""Návodka""}]",null,false
924,null,Witte,43D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/924_00924_Aktuator_Cover_LH_RH.pdf"", ""title"" : ""Návodka""}]",null,false
926,null,Others,45E z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/926_00926_Cover_Middle_High.pdf"", ""title"" : ""Návodka""}]",null,false
927,null,Witte,43D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/927_00927_Drehfalle_GOB_druhy_obstrik.pdf"", ""title"" : ""Návodka""}]",null,false
928,null,Witte,42A b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/928_00928_Drehfalle_GOB_prvni_obstrik.pdf"", ""title"" : ""Návodka""}]",null,false
929,null,Witte,47D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/929_00929_Drehfalle_GOB.pdf"", ""title"" : ""Návodka""}]",null,false
930,null,Witte,47D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/930_00930_Sperrklinke_GOB.pdf"", ""title"" : ""Návodka""}]",null,false
931,null,Witte,47D m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/931_00931_C-Clip_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
932,null,Others,47E m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/932_00932_Odpadkovy_kos-pevny_dil.pdf"", ""title"" : ""Návodka""}]",null,false
933,null,Witte,42C h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/933_00933_Griff.pdf"", ""title"" : ""Návodka""}]",null,false
934,null,Witte,42C h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/934_00934_Holder.pdf"", ""title"" : ""Návodka""}]",null,false
935,null,Witte,41A z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/935_00935_Housing.pdf"", ""title"" : ""Návodka""}]",null,false
936,null,Witte,41C h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/936_00936_Cover.pdf"", ""title"" : ""Návodka""}]",null,false
937,null,Witte,41B z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/937_00937_Cover.pdf"", ""title"" : ""Návodka""}]",null,false
938,null,Witte,47D č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/938_00938_Housing.pdf"", ""title"" : ""Návodka""}]",null,false
939,null,Witte,47D č.,null,null,null,null,false
940,null,Witte,43D h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/940_00940_Cradle_Buffer.pdf"", ""title"" : ""Návodka""}]",null,false
941,null,Novares,40C č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/941_00941_Forma_21-32.pdf"", ""title"" : ""Návodka""}]",null,false
942,null,Novares,36C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/942_00942_V-Vanes_LH_RH_V-Vanes_Center_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
944,null,Novares,40C č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/944_00944_Forma_21-22.pdf"", ""title"" : ""Návodka""}]",null,false
945,null,Novares,40C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/945_00945_V-Vane_Link_Fork.pdf"", ""title"" : ""Návodka""}]",null,false
946,null,Novares,40C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/946_00946_Forma_21-23.pdf"", ""title"" : ""Návodka""}]",null,false
947,null,Novares,40C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/947_00947_Forma_21-33.pdf"", ""title"" : ""Návodka""}]",null,false
948,null,Škoda,47G h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/948_00948_Cover_546_.pdf"", ""title"" : ""Návodka""}]",null,false
949,null,Others,45E b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/949_00949_Panel_F._Sto._Armr..pdf"", ""title"" : ""Návodka""}]",null,false
950,null,Others,45E c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/950_00950_Panel_Sto._Fr._Up.pdf"", ""title"" : ""Návodka""}]",null,false
951,null,Witte,42B b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/951_00951_Rotary_Latch.pdf"", ""title"" : ""Návodka""}]",null,false
952,null,Witte,42B b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/952_00952_Pawl_Overmolded.pdf"", ""title"" : ""Návodka""}]",null,false
953,null,Witte,36B m.,null,null,null,null,false
954,null,Witte,36B m.,null,null,null,null,false
955,null,Witte,36B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/955_00955_Gehause_Hinten_LH_RH.pdf"", ""title"" : ""Návodka""}]",null,false
956,null,Others,45F c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/956_00956_Threaded_Ring.pdf"", ""title"" : ""Návodka""}]",null,false
957,null,Others,45G c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/957_00957_Threaded_Ring.pdf"", ""title"" : ""Návodka""}]",null,false
958,null,Witte,51D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/958_00958_Bowl_Adaptor.pdf"", ""title"" : ""Návodka""}]",null,false
959,null,Novares,40C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/959_00959_W23824_Bedienknopf_MiKo_vorn.pdf"", ""title"" : ""Návodka""}]",null,false
960,null,Novares,40C z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/960_00960_W23818_Bedienknopf_I-TA_vorn.pdf"", ""title"" : ""Návodka""}]",null,false
961,null,Škoda,48A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/961_00961_Schwenkhebel_FSL_FSR_BFSL_BFSR.pdf"", ""title"" : ""Návodka""}]",null,false
962,null,Škoda,48A č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/962_00962_Vedeni_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
